T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
748,Eswatini,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
748,Eswatini,2015,Consumer price index: General,135.4152,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
748,Eswatini,2016,Consumer price index: General,146.0416,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
748,Eswatini,2017,Consumer price index: General,155.1273,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
748,Eswatini,2015,Consumer price index: Food,113.5727,Provisional data.;Index base: December 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
748,Eswatini,2016,Consumer price index: Food,130.6874,Provisional data.;Index base: December 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
748,Eswatini,2017,Consumer price index: Food,139.9720,Provisional data.;Index base: December 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,1995,Consumer price index: General,36.5834,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2005,Consumer price index: General,44.8456,Provisional data.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2010,Consumer price index: General,100.0000,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2015,Consumer price index: General,211.4030,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2016,Consumer price index: General,226.7588,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2017,Consumer price index: General,249.2544,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2005,Consumer price index: Food,43.0165,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2015,Consumer price index: Food,222.8804,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2016,Consumer price index: Food,237.4870,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
231,Ethiopia,2017,Consumer price index: Food,267.0872,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,1995,Consumer price index: General,60.3848,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2005,Consumer price index: General,80.7525,Break in the time series.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2015,Consumer price index: General,116.3607,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2016,Consumer price index: General,120.8536,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2017,Consumer price index: General,124.9035,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2018,Consumer price index: General,130.0421,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2015,Consumer price index: Food,127.5367,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2016,Consumer price index: Food,135.1760,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2017,Consumer price index: Food,132.2641,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
242,Fiji,2018,Consumer price index: Food,136.8758,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,1995,Consumer price index: General,79.9804,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2005,Consumer price index: General,91.2134,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2015,Consumer price index: General,108.7895,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2016,Consumer price index: General,109.1776,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2017,Consumer price index: General,110.0008,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2018,Consumer price index: General,111.1900,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,1995,Consumer price index: Food,80.8816,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2005,Consumer price index: Food,90.3229,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2015,Consumer price index: Food,115.7051,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2016,Consumer price index: Food,114.3793,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2017,Consumer price index: Food,113.3331,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
246,Finland,2018,Consumer price index: Food,115.5192,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
250,France,1995,Consumer price index: General,79.4691,"Calculated by the UN Statistics Division from national indices.;All households.;Including French Guiana, Guadeloupe, Martinique and Réunion.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
250,France,2005,Consumer price index: General,92.7563,"Calculated by the UN Statistics Division from national indices.;All households.;Including French Guiana, Guadeloupe, Martinique and Réunion.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
250,France,2010,Consumer price index: General,100.0000,"Calculated by the UN Statistics Division from national indices.;All households.;Including French Guiana, Guadeloupe, Martinique and Réunion.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
250,France,2015,Consumer price index: General,105.5799,"Calculated by the UN Statistics Division from national indices.;All households.;Including French Guiana, Guadeloupe, Martinique and Réunion.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
250,France,2016,Consumer price index: General,105.7726,"Calculated by the UN Statistics Division from national indices.;All households.;Including French Guiana, Guadeloupe, Martinique and Réunion.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
